"crop" "prop"
"be" 0.0921643471731931
"pe" 0.00826391239297159
"fb" 0.0255491497713966
"gr" 0.112773873718138
"ma" 0.0380569024928944
"or" 0.079498093817741
"vb" 0.0379991108573166
"vo" 0.06743114944862
"ps" 0.0201866350901513
"po" 0.0457230991048962
"sb" 0.045818335650787
"sw" 0.0328287423151935
"so" 0.00209545163714001
"wb" 0.117625615299863
"ww" 0.260834273330672
"wo" 0.0131513078990255
