"crop" "prop"
"be" 0.0724887551095137
"pe" 0.00941096695914297
"fb" 0.0290954444939788
"gr" 0.0657156196534044
"ma" 0.0323331747948745
"or" 0.125310966971902
"vb" 0.0205991285518877
"vo" 0.0365540899393497
"ps" 0.0109430742422755
"po" 0.0225565019147142
"sb" 0.0381251667712612
"sw" 0.0400189121191643
"so" 0.0025543986459041
"wb" 0.114226654139746
"ww" 0.361823922699623
"wo" 0.0182432229932583
