"crop" "prop"
"be" 0.0425773222926521
"pe" 0.0188834065806535
"fb" 0.0583809411306946
"gr" 0.0599213957688154
"ma" 0.0147400159026931
"or" 0.0971699629441651
"vb" 0.0113531978710513
"vo" 0.0201467656766292
"ps" 0.00603126908389402
"po" 0.00804823784197676
"sb" 0.0771089158930759
"sw" 0.0666528360629327
"so" 0.00425443634444251
"wb" 0.0998121014518708
"ww" 0.395003073787039
"wo" 0.0199161213674137
