"crop" "prop"
"pe" 0.00139431951417654
"fb" 0.00565481857569475
"gr" 0.476018286177208
"ma" 0.102851460909206
"or" 0.0509218483499742
"vb" 0.00984364419867409
"vo" 0.0173555213677789
"ps" 0.0445475122664485
"po" 0.00601802125112241
"sb" 0.0317661117801028
"sw" 0.0291278804668445
"so" 0.00769624148871112
"wb" 0.0740791711371686
"ww" 0.1174628087514
"wo" 0.0252623537654895
"be" 0
