"crop" "prop"
"pe" 8.02069395248316e-18
"fb" 3.25288204685641e-17
"gr" 0.512132968943088
"ma" 0.0516099153660682
"or" 0.0589628010620887
"vb" 0.0216657838684445
"vo" 0.0381993667476437
"ps" 0.0980487259760728
"po" 0.0127535031257745
"sb" 0.0316453951225032
"sw" 0.0248416198158959
"so" 0.00656371497031889
"wb" 0.0707374385330764
"ww" 0.0599463048040075
"wo" 0.0128924616650174
